ukrball100;mathball100;physball100;year
150;114;121;2018
152;166;143;2018
112;0;0;2018
165;138;113;2018
129;111;0;2018
183;185;190;2018
134;117;117;2018
129;131;104;2018
183;189;195;2018
126;131;0;2018
180;173;140;2018
136;124;100;2018
104;0;0;2018
153;146;131;2018
170;175;181;2018
178;153;128;2018
164;168;147;2018
195;199;181;2018
179;188;147;2018
189;191;190;2018
173;186;180;2018
185;164;175;2018
184;177;159;2018
194;198;186;2018
190;185;193;2018
126;148;104;2018
129;119;0;2018
143;136;117;2018
160;150;131;2018
134;111;128;2018
150;146;117;2018
119;0;0;2018
162;148;125;2018
116;107;104;2018
131;111;149;2018
164;164;138;2018
147;164;128;2018
191;195;189;2018
0;107;121;2018
167;185;152;2018
124;104;109;2018
190;178;175;2018
157;150;109;2018
166;155;140;2018
170;155;140;2018
109;104;104;2018
118;129;100;2018
107;100;0;2018
147;140;117;2018
178;146;128;2018
194;195;184;2018
0;100;113;2018
109;107;117;2018
102;107;0;2018
195;188;194;2018
135;140;117;2018
102;152;0;2018
176;146;138;2018
129;111;125;2018
194;192;181;2018
174;164;172;2018
138;0;128;2018
159;185;161;2018
163;136;143;2018
160;164;147;2018
163;148;109;2018
127;107;0;2018
165;136;125;2018
109;0;0;2018
174;188;174;2018
0;0;113;2018
148;159;143;2018
138;133;125;2018
148;111;145;2018
156;172;153;2018
141;142;104;2018
105;104;100;2018
158;153;155;2018
180;144;128;2018
155;117;135;2018
182;173;140;2018
151;144;125;2018
119;107;0;2018
184;182;190;2018
123;111;100;2018
138;124;131;2018
175;185;145;2018
141;111;113;2018
158;153;140;2018
118;170;149;2018
148;177;140;2018
134;189;161;2018
156;129;145;2018
126;122;113;2018
160;182;168;2018
166;188;152;2018
191;163;131;2018
153;155;125;2018
176;183;174;2018
171;183;190;2018
170;136;131;2018
188;189;195;2018
119;119;135;2018
121;100;117;2018
135;136;117;2018
124;142;131;2018
155;157;168;2018
124;100;131;2018
155;138;135;2018
182;186;180;2018
135;104;104;2018
177;133;121;2018
194;172;178;2018
136;129;135;2018
126;119;104;2018
0;0;0;2018
159;159;104;2018
173;142;147;2018
102;100;0;2018
160;164;140;2018
162;136;145;2018
170;173;131;2018
141;163;135;2018
175;170;159;2018
111;0;0;2018
105;100;113;2018
131;166;100;2018
183;122;135;2018
174;153;125;2018
171;196;187;2018
173;192;195;2018
132;150;145;2018
105;0;117;2018
164;163;117;2018
163;161;147;2018
124;0;121;2018
131;114;0;2018
109;107;125;2018
112;138;0;2018
132;142;131;2018
191;196;194;2018
173;168;147;2018
0;0;104;2018
148;133;128;2018
111;0;125;2018
192;186;191;2018
165;133;0;2018
168;146;135;2018
168;142;152;2018
182;142;128;2018
171;192;186;2018
134;111;100;2018
166;161;155;2018
118;114;104;2018
180;114;138;2018
185;192;186;2018
0;0;0;2018
118;119;121;2018
173;157;149;2018
123;138;100;2018
112;0;0;2018
187;189;168;2018
180;166;164;2018
165;142;113;2018
124;140;109;2018
173;170;157;2018
187;183;163;2018
147;157;140;2018
168;136;145;2018
112;0;0;2018
129;0;0;2018
164;189;159;2018
165;175;163;2018
159;188;113;2018
142;0;117;2018
157;172;159;2018
123;100;109;2018
176;117;0;2018
169;170;149;2018
155;117;104;2018
107;107;109;2018
109;0;104;2018
192;192;168;2018
139;150;0;2018
173;173;140;2018
132;159;138;2018
118;107;104;2018
171;183;161;2018
107;0;100;2018
169;164;140;2018
185;146;140;2018
152;133;125;2018
148;183;180;2018
0;104;0;2018
157;155;125;2018
143;140;100;2018
167;140;104;2018
114;0;0;2018
170;182;131;2018
173;157;113;2018
179;166;149;2018
147;142;0;2018
124;0;100;2018
109;124;0;2018
185;178;181;2018
166;170;163;2018
147;129;104;2018
187;191;166;2018
105;159;147;2018
102;0;0;2018
176;148;138;2018
145;122;104;2018
105;104;109;2018
165;193;157;2018
189;188;159;2018
185;185;174;2018
112;129;117;2018
180;170;138;2018
127;146;172;2018
174;182;172;2018
158;170;131;2018
152;157;152;2018
153;173;153;2018
145;153;143;2018
107;0;117;2018
157;168;113;2018
124;0;0;2018
165;159;175;2018
105;0;100;2018
121;107;109;2018
189;183;152;2018
184;198;178;2018
118;124;0;2018
169;178;140;2018
187;178;184;2018
123;0;0;2018
157;170;153;2018
127;117;0;2018
184;180;161;2018
167;122;128;2018
173;180;131;2018
141;131;121;2018
112;0;0;2018
193;175;153;2018
105;117;100;2018
126;107;121;2018
180;172;169;2018
167;150;143;2018
179;178;117;2018
118;148;138;2018
162;144;109;2018
145;183;131;2018
155;150;138;2018
135;111;109;2018
0;0;113;2018
138;0;0;2018
188;192;155;2018
162;166;135;2018
166;131;138;2018
156;172;157;2018
146;114;117;2018
155;114;131;2018
175;191;171;2018
0;0;125;2018
0;0;0;2018
191;189;177;2018
166;129;143;2018
171;189;168;2018
171;186;153;2018
148;168;143;2018
114;122;100;2018
142;133;113;2018
165;150;131;2018
187;170;109;2018
112;100;0;2018
147;157;145;2018
118;0;0;2018
127;148;125;2018
187;189;175;2018
155;136;138;2018
135;0;104;2018
155;122;145;2018
177;191;186;2018
152;129;117;2018
190;183;175;2018
155;175;164;2018
159;133;0;2018
169;153;138;2018
118;0;0;2018
142;144;147;2018
153;131;128;2018
155;138;109;2018
142;117;140;2018
124;122;131;2018
145;140;138;2018
145;107;109;2018
153;133;104;2018
163;195;178;2018
102;107;121;2018
111;0;121;2018
107;111;100;2018
143;114;0;2018
152;138;121;2018
102;0;0;2018
185;161;147;2018
146;124;0;2018
116;107;109;2018
145;100;140;2018
186;182;159;2018
183;138;121;2018
102;104;125;2018
116;0;0;2018
146;131;117;2018
186;183;180;2018
0;0;113;2018
181;173;164;2018
185;180;193;2018
188;173;128;2018
107;0;0;2018
167;180;145;2018
176;177;191;2018
105;114;0;2018
153;172;169;2018
112;0;0;2018
141;127;117;2018
173;164;161;2018
151;111;117;2018
112;119;121;2018
131;100;0;2018
112;100;0;2018
145;122;0;2018
132;117;109;2018
186;170;159;2018
178;189;163;2018
177;180;128;2018
123;0;104;2018
165;168;155;2018
195;188;178;2018
146;148;149;2018
157;142;104;2018
188;195;189;2018
104;104;104;2018
0;107;104;2018
183;186;191;2018
116;0;100;2018
183;196;163;2018
194;193;189;2018
184;186;164;2018
167;168;153;2018
119;114;109;2018
148;157;135;2018
109;100;113;2018
159;146;143;2018
180;129;149;2018
174;164;131;2018
171;191;171;2018
119;0;113;2018
180;175;172;2018
188;191;195;2018
166;157;145;2018
146;104;125;2018
123;0;113;2018
169;180;149;2018
190;183;171;2018
134;129;125;2018
162;178;161;2018
197;192;191;2018
151;152;138;2018
166;185;140;2018
0;0;113;2018
148;131;125;2018
116;111;109;2018
127;119;135;2018
114;114;164;2018
121;117;0;2018
158;159;140;2018
180;175;131;2018
197;198;189;2018
123;124;0;2018
0;107;109;2018
196;195;195;2018
121;119;113;2018
124;122;145;2018
126;0;121;2018
114;0;0;2018
171;166;0;2018
142;0;0;2018
160;146;131;2018
163;166;131;2018
152;146;121;2018
191;146;147;2018
114;100;0;2018
143;159;159;2018
139;0;109;2018
165;177;109;2018
171;166;153;2018
139;100;0;2018
147;131;125;2018
104;111;0;2018
124;122;104;2018
184;197;200;2018
132;0;128;2018
162;146;128;2018
164;173;121;2018
182;186;172;2018
165;144;131;2018
177;161;138;2018
0;0;0;2018
152;127;131;2018
190;196;171;2018
0;0;0;2018
141;0;0;2018
181;192;169;2018
119;111;0;2018
171;142;121;2018
152;150;131;2018
0;0;100;2018
114;111;117;2018
147;111;113;2018
166;159;138;2018
124;0;0;2018
170;124;113;2018
142;131;104;2018
124;119;0;2018
0;0;0;2018
150;150;117;2018
118;127;143;2018
145;124;128;2018
187;164;128;2018
132;136;100;2018
0;0;0;2018
121;107;0;2018
160;163;153;2018
170;163;161;2018
147;131;113;2018
135;117;104;2018
0;0;0;2018
187;191;171;2018
191;197;195;2018
168;155;145;2018
173;183;166;2018
176;185;190;2018
164;163;117;2018
100;0;0;2018
163;159;152;2018
119;114;121;2018
160;122;145;2018
163;129;113;2018
176;177;140;2018
116;157;147;2018
143;133;117;2018
145;138;0;2018
136;161;125;2018
134;133;0;2018
176;155;147;2018
142;166;140;2018
181;177;153;2018
179;164;143;2018
185;193;153;2018
181;188;184;2018
197;198;184;2018
114;100;131;2018
118;119;109;2018
104;100;121;2018
107;100;0;2018
152;180;152;2018
105;136;135;2018
187;173;166;2018
170;168;117;2018
119;0;117;2018
184;193;181;2018
142;172;157;2018
194;186;180;2018
187;188;168;2018
112;0;121;2018
138;173;121;2018
148;131;113;2018
153;185;166;2018
179;188;195;2018
132;107;0;2018
195;197;184;2018
186;168;164;2018
145;166;147;2018
147;159;125;2018
164;182;194;2018
193;196;194;2018
173;122;125;2018
178;170;138;2018
182;193;177;2018
152;177;117;2018
182;182;177;2018
175;138;143;2018
121;0;100;2018
109;138;117;2018
158;186;177;2018
190;197;181;2018
160;153;155;2018
136;117;131;2018
194;196;178;2018
135;153;113;2018
170;173;140;2018
159;186;174;2018
100;122;117;2018
141;133;125;2018
171;152;140;2018
192;191;169;2018
100;0;0;2018
102;0;117;2018
170;157;135;2018
196;173;145;2018
0;100;121;2018
141;100;109;2018
116;0;109;2018
151;119;100;2018
187;173;138;2018
138;0;113;2018
155;175;159;2018
158;173;153;2018
178;157;145;2018
134;122;0;2018
157;191;175;2018
152;148;121;2018
105;100;104;2018
164;175;135;2018
118;111;100;2018
148;136;125;2018
111;0;104;2018
136;114;100;2018
194;188;184;2018
138;131;0;2018
0;0;0;2018
153;166;145;2018
167;166;166;2018
182;157;143;2018
194;150;161;2018
168;178;161;2018
0;100;0;2018
167;150;131;2018
181;189;177;2018
183;191;195;2018
190;153;163;2018
116;119;113;2018
185;159;152;2018
173;164;157;2018
0;100;0;2018
173;157;135;2018
180;183;175;2018
132;119;131;2018
0;0;0;2018
179;177;169;2018
135;163;100;2018
111;107;104;2018
153;183;169;2018
135;111;117;2018
159;142;117;2018
165;161;138;2018
123;0;100;2018
179;172;163;2018
160;107;135;2018
166;119;121;2018
129;144;109;2018
187;161;145;2018
183;188;157;2018
0;124;117;2018
179;153;138;2018
127;146;113;2018
156;129;104;2018
152;107;0;2018
114;0;0;2018
152;196;174;2018
160;133;113;2018
112;107;135;2018
142;138;135;2018
0;0;104;2018
173;180;169;2018
111;0;0;2018
138;127;0;2018
148;161;117;2018
0;111;109;2018
0;0;117;2018
102;100;0;2018
150;173;163;2018
148;111;0;2018
160;161;138;2018
180;186;152;2018
163;144;128;2018
189;166;147;2018
163;144;109;2018
181;188;157;2018
104;0;0;2018
164;164;174;2018
188;182;155;2018
145;114;0;2018
173;166;174;2018
159;155;153;2018
192;199;194;2018
129;0;104;2018
136;122;164;2018
148;146;125;2018
150;104;0;2018
134;136;131;2018
165;183;157;2018
124;107;0;2018
119;0;131;2018
127;117;117;2018
166;183;131;2018
141;161;131;2018
153;107;109;2018
169;166;178;2018
162;153;153;2018
116;127;109;2018
145;122;100;2018
0;0;0;2018
0;104;0;2018
132;104;128;2018
160;175;159;2018
183;180;166;2018
188;161;155;2018
0;0;0;2018
194;188;190;2018
168;159;138;2018
145;117;145;2018
193;183;193;2018
129;117;125;2018
145;114;109;2018
170;183;159;2018
171;163;121;2018
171;161;140;2018
104;114;121;2018
102;0;0;2018
0;107;0;2018
116;129;0;2018
169;188;181;2018
175;163;153;2018
188;170;140;2018
176;166;135;2018
178;155;121;2018
163;100;138;2018
175;166;164;2018
166;0;0;2018
160;191;171;2018
131;0;100;2018
152;117;117;2018
151;122;128;2018
150;133;131;2018
186;175;138;2018
146;138;100;2018
0;0;0;2018
139;104;117;2018
119;0;0;2018
124;100;109;2018
119;117;135;2018
176;133;131;2018
179;159;131;2018
139;114;128;2018
153;100;125;2018
134;104;104;2018
105;0;0;2018
183;182;140;2018
165;117;100;2018
179;172;169;2018
127;117;100;2018
179;138;128;2018
191;183;149;2018
138;0;121;2018
121;119;131;2018
111;100;128;2018
152;111;109;2018
163;175;155;2018
176;161;113;2018
184;191;131;2018
176;153;157;2018
152;104;0;2018
162;140;131;2018
170;180;152;2018
141;129;109;2018
181;183;152;2018
152;182;166;2018
193;188;168;2018
0;0;0;2018
153;122;117;2018
187;178;147;2018
131;159;149;2018
142;152;145;2018
181;153;161;2018
197;188;190;2018
126;111;0;2018
178;104;131;2018
189;185;143;2018
160;133;128;2018
153;168;135;2018
0;117;0;2018
135;175;145;2018
127;122;125;2018
145;185;153;2018
198;192;194;2018
176;159;149;2018
176;183;172;2018
182;183;168;2018
105;104;117;2018
176;136;145;2018
185;170;153;2018
191;192;184;2018
159;150;153;2018
100;0;113;2018
174;183;152;2018
0;0;109;2018
147;129;145;2018
179;153;145;2018
185;180;164;2018
177;129;100;2018
189;191;180;2018
100;0;0;2018
163;172;163;2018
132;104;128;2018
185;136;131;2018
190;153;161;2018
136;148;113;2018
139;152;104;2018
102;0;109;2018
152;146;100;2018
121;0;0;2018
0;0;0;2018
145;152;138;2018
176;170;175;2018
153;163;121;2018
171;142;121;2018
127;100;100;2018
182;163;125;2018
177;186;172;2018
190;188;168;2018
183;175;152;2018
169;183;138;2018
173;178;138;2018
184;168;153;2018
112;0;0;2018
119;119;135;2018
190;186;159;2018
107;0;0;2018
157;193;147;2018
151;117;117;2018
150;122;117;2018
181;182;143;2018
139;136;100;2018
166;163;138;2018
0;0;0;2018
184;173;181;2018
109;0;0;2018
170;136;113;2018
159;182;159;2018
142;138;131;2018
146;140;113;2018
102;127;104;2018
147;119;161;2018
138;144;128;2018
170;163;155;2018
173;183;175;2018
148;148;149;2018
171;140;125;2018
102;100;104;2018
182;185;147;2018
159;191;149;2018
171;155;125;2018
116;104;100;2018
104;0;0;2018
170;172;131;2018
180;189;155;2018
139;129;104;2018
126;119;109;2018
145;191;191;2018
164;117;104;2018
114;129;131;2018
158;168;140;2018
186;172;178;2018
131;146;125;2018
0;0;104;2018
135;124;109;2018
199;198;195;2018
152;153;164;2018
182;146;145;2018
143;155;121;2018
119;104;0;2018
139;157;145;2018
102;114;100;2018
191;197;189;2018
119;100;109;2018
162;148;125;2018
182;189;178;2018
186;188;157;2018
174;177;181;2018
197;191;193;2018
0;0;104;2018
184;182;153;2018
182;144;143;2018
0;0;0;2018
186;146;143;2018
132;100;109;2018
107;119;0;2018
121;0;0;2018
121;133;117;2018
104;100;128;2018
116;142;131;2018
142;129;0;2018
155;131;104;2018
132;0;104;2018
107;107;140;2018
132;0;109;2018
123;119;104;2018
132;119;104;2018
131;146;131;2018
102;107;0;2018
179;180;117;2018
195;200;181;2018
160;188;138;2018
136;138;113;2018
152;146;140;2018
127;104;109;2018
159;124;117;2018
173;185;172;2018
170;153;109;2018
186;192;193;2018
129;127;0;2018
119;0;0;2018
129;119;100;2018
114;117;0;2018
107;107;0;2018
132;0;100;2018
189;172;143;2018
0;0;0;2018
138;136;113;2018
193;192;178;2018
160;170;125;2018
185;170;166;2018
114;104;117;2018
100;0;117;2018
163;136;140;2018
124;150;117;2018
132;0;125;2018
168;175;135;2018
182;161;135;2018
174;172;153;2018
153;111;121;2018
131;131;0;2018
118;117;128;2018
139;122;125;2018
134;111;121;2018
168;159;131;2018
0;111;0;2018
180;170;117;2018
135;111;104;2018
121;107;0;2018
146;119;121;2018
124;100;0;2018
162;170;145;2018
167;142;149;2018
187;175;171;2018
151;140;128;2018
142;172;157;2018
134;144;125;2018
146;170;149;2018
136;117;128;2018
193;180;135;2018
129;138;125;2018
127;0;100;2018
0;0;104;2018
180;195;149;2018
183;183;166;2018
157;142;131;2018
162;136;128;2018
105;117;0;2018
150;166;166;2018
119;133;104;2018
173;182;177;2018
155;142;138;2018
155;131;125;2018
136;100;100;2018
182;172;143;2018
184;192;174;2018
194;192;178;2018
136;114;104;2018
118;0;109;2018
179;186;184;2018
193;189;174;2018
189;180;147;2018
107;0;104;2018
114;119;100;2018
136;188;174;2018
174;166;131;2018
124;119;117;2018
169;186;153;2018
157;119;135;2018
186;188;174;2018
168;161;164;2018
163;164;152;2018
100;0;0;2018
102;100;121;2018
162;178;117;2018
134;100;117;2018
194;192;159;2018
157;177;131;2018
139;114;121;2018
185;173;153;2018
169;163;117;2018
182;161;131;2018
0;0;104;2018
102;107;109;2018
158;191;199;2018
186;185;163;2018
131;136;109;2018
152;122;128;2018
145;186;181;2018
181;186;161;2018
164;180;174;2018
189;183;187;2018
114;129;131;2018
141;148;140;2018
165;182;128;2018
109;0;121;2018
194;185;138;2018
185;175;164;2018
109;100;0;2018
164;150;140;2018
0;0;0;2018
185;182;172;2018
118;0;0;2018
185;188;174;2018
121;164;149;2018
155;133;140;2018
147;100;0;2018
123;124;117;2018
142;114;113;2018
139;163;138;2018
104;0;0;2018
162;150;121;2018
177;185;190;2018
141;127;117;2018
191;198;187;2018
0;0;0;2018
109;0;104;2018
134;140;143;2018
141;142;125;2018
175;144;109;2018
129;119;117;2018
160;175;171;2018
151;157;153;2018
180;177;178;2018
190;197;187;2018
119;0;104;2018
164;178;161;2018
126;100;0;2018
107;107;0;2018
136;144;117;2018
183;177;186;2018
166;133;138;2018
119;119;100;2018
152;136;138;2018
109;0;0;2018
155;117;121;2018
196;196;195;2018
189;159;128;2018
0;0;0;2018
145;117;0;2018
132;150;125;2018
121;152;125;2018
138;127;161;2018
191;191;161;2018
127;127;128;2018
145;133;135;2018
123;111;109;2018
111;117;117;2018
173;170;121;2018
194;178;140;2018
146;111;143;2018
0;0;0;2018
109;0;104;2018
173;188;164;2018
105;104;109;2018
151;133;121;2018
189;189;184;2018
112;0;117;2018
174;188;168;2018
123;111;121;2018
186;168;172;2018
179;170;175;2018
145;153;161;2018
153;164;140;2018
132;164;100;2018
0;0;113;2018
186;193;178;2018
166;177;138;2018
178;150;100;2018
119;0;113;2018
175;166;138;2018
129;122;104;2018
173;150;161;2018
157;0;0;2018
178;161;147;2018
171;172;138;2018
152;136;117;2018
141;178;138;2018
104;100;0;2018
164;131;131;2018
124;111;0;2018
155;159;135;2018
111;131;117;2018
102;0;117;2018
135;114;113;2018
138;140;135;2018
134;166;104;2018
131;124;121;2018
186;175;147;2018
109;0;0;2018
171;182;117;2018
121;114;113;2018
175;157;109;2018
173;144;117;2018
135;104;100;2018
157;153;0;2018
107;107;0;2018
143;124;121;2018
118;0;0;2018
135;140;113;2018
178;170;171;2018
174;166;140;2018
168;186;161;2018
127;0;121;2018
185;170;147;2018
185;186;172;2018
187;185;171;2018
0;0;109;2018
180;178;164;2018
100;0;0;2018
171;148;125;2018
119;0;0;2018
116;104;0;2018
185;186;135;2018
127;131;117;2018
134;107;0;2018
156;114;135;2018
169;188;181;2018
156;166;174;2018
175;138;125;2018
116;144;0;2018
167;124;121;2018
150;133;117;2018
0;111;104;2018
153;155;143;2018
156;153;159;2018
116;100;0;2018
150;148;147;2018
109;0;104;2018
151;166;104;2018
126;111;0;2018
178;163;135;2018
187;173;131;2018
0;100;109;2018
153;136;131;2018
147;111;117;2018
123;0;131;2018
152;161;140;2018
164;146;149;2018
153;175;145;2018
132;168;159;2018
142;107;109;2018
175;192;178;2018
0;0;0;2018
182;178;163;2018
160;172;125;2018
175;195;143;2018
179;157;104;2018
177;157;155;2018
100;0;0;2018
0;0;104;2018
188;180;153;2018
126;0;104;2018
118;104;0;2018
104;107;109;2018
0;0;0;2018
169;173;138;2018
148;185;152;2018
107;0;113;2018
188;183;163;2018
174;185;147;2018
0;107;0;2018
151;155;135;2018
136;161;109;2018
184;164;159;2018
181;196;171;2018
167;122;138;2018
195;188;189;2018
192;178;180;2018
185;170;140;2018
126;129;113;2018
192;195;189;2018
112;0;0;2018
132;107;104;2018
152;107;131;2018
164;155;155;2018
147;159;161;2018
150;159;117;2018
114;0;0;2018
162;133;104;2018
123;100;104;2018
0;0;117;2018
190;186;172;2018
185;173;153;2018
155;170;135;2018
0;0;104;2018
148;131;100;2018
168;140;125;2018
179;182;175;2018
134;153;143;2018
166;170;125;2018
142;127;0;2018
183;146;128;2018
0;111;0;2018
180;182;159;2018
176;183;172;2018
152;100;121;2018
194;185;189;2018
119;0;117;2018
169;168;152;2018
173;189;166;2018
0;142;117;2018
178;192;175;2018
138;100;117;2018
0;140;104;2018
105;104;117;2018
165;186;140;2018
138;127;113;2018
186;191;186;2018
139;117;109;2018
171;163;104;2018
177;175;166;2018
175;163;128;2018
107;0;0;2018
185;186;190;2018
162;148;109;2018
180;159;121;2018
153;146;100;2018
112;0;100;2018
188;170;140;2018
164;172;104;2018
179;185;161;2018
170;172;138;2018
186;189;189;2018
124;100;121;2018
156;153;125;2018
152;177;169;2018
124;0;128;2018
153;122;125;2018
163;129;135;2018
141;136;128;2018
155;136;109;2018
126;104;109;2018
0;111;117;2018
104;0;0;2018
158;133;113;2018
166;136;135;2018
153;138;131;2018
151;100;0;2018
0;111;0;2018
0;117;0;2018
183;163;152;2018
139;131;128;2018
123;111;131;2018
192;185;178;2018
119;107;131;2018
114;122;125;2018
143;100;0;2018
0;107;169;2018
150;129;113;2018
138;0;0;2018
177;189;168;2018
164;129;109;2018
116;144;117;2018
165;180;163;2018
151;133;125;2018
164;193;181;2018
100;0;0;2018
188;196;193;2018
186;173;159;2018
174;180;172;2018
100;0;117;2018
100;100;0;2018
111;0;0;2018
100;0;109;2018
185;186;159;2018
107;117;125;2018
127;0;117;2018
175;195;177;2018
136;107;125;2018
187;186;168;2018
124;122;117;2018
185;191;121;2018
164;159;140;2018
136;159;131;2018
171;140;147;2018
186;193;189;2018
107;0;0;2018
153;152;125;2018
157;124;121;2018
166;185;152;2018
184;173;153;2018
170;122;125;2018
165;138;145;2018
129;100;128;2018
181;159;135;2018
